topic,victim_broker,victim_service,impacted_partitions,failover_time_s,produced_sent,produced_delivered,produce_errors,consumed_messages,consumer_errors,max_consume_gap_s,producer_p95_latency_ms,leaders_before,leaders_after
fault-tolerance-test-1772116892,3,kafka3,2,19.714,9001,9001,0,8049,0,19.682,19176.295,"{0: 3, 1: 1, 2: 2, 3: 3, 4: 1, 5: 2}","{0: 1, 1: 1, 2: 2, 3: 2, 4: 1, 5: 2}"
